Solution #, n, T, alpha, beta, l_0
23282, 48.300000, 690.026127, 0.599365, 0.400635, 0.981201
23283, 48.300000, 690.026127, 0.599121, 0.400879, 0.981445
23284, 48.300000, 690.026127, 0.599365, 0.400635, 0.981445
23285, 48.300000, 690.026127, 0.599121, 0.400879, 0.981689
23286, 48.300000, 690.026127, 0.599365, 0.400635, 0.981689
23287, 48.300000, 690.026127, 0.599121, 0.400879, 0.981934
23288, 48.300000, 690.026127, 0.599365, 0.400635, 0.981934
23289, 48.300000, 690.026127, 0.599121, 0.400879, 0.982178
23290, 48.300000, 690.026127, 0.599365, 0.400635, 0.982178
23291, 48.300000, 690.026127, 0.599121, 0.400879, 0.982422
23292, 48.300000, 690.026127, 0.599365, 0.400635, 0.982422
23293, 48.300000, 690.026127, 0.599121, 0.400879, 0.982666
23294, 48.300000, 690.026127, 0.599365, 0.400635, 0.982666
23295, 48.300000, 690.026127, 0.599121, 0.400879, 0.982910
23296, 48.300000, 690.026127, 0.599365, 0.400635, 0.982910
23297, 48.300000, 690.026127, 0.599121, 0.400879, 0.983154
23298, 48.300000, 690.026127, 0.599365, 0.400635, 0.983154
23299, 48.300000, 690.026127, 0.599121, 0.400879, 0.983398
23300, 48.300000, 690.026127, 0.599365, 0.400635, 0.983398
23301, 48.300000, 690.026127, 0.599121, 0.400879, 0.983643
23302, 48.300000, 690.026127, 0.599365, 0.400635, 0.983643
23303, 48.300000, 690.026127, 0.599121, 0.400879, 0.983887
23304, 48.300000, 690.026127, 0.599121, 0.400879, 0.984131
23305, 48.300000, 690.026127, 0.599121, 0.400879, 0.984375
23306, 48.300000, 690.026127, 0.599121, 0.400879, 0.984619
23307, 48.300000, 690.026127, 0.599121, 0.400879, 0.984863
23308, 48.300000, 690.026127, 0.599121, 0.400879, 0.985107
23309, 48.300000, 690.026127, 0.599121, 0.400879, 0.985352
23310, 48.300000, 690.026127, 0.599121, 0.400879, 0.985596
23311, 48.300000, 690.026127, 0.599121, 0.400879, 0.985840
23312, 48.300000, 690.026127, 0.599121, 0.400879, 0.986084
23313, 48.300000, 690.026127, 0.599121, 0.400879, 0.986328
23314, 48.300000, 690.026127, 0.599121, 0.400879, 0.986572
23315, 48.400000, 690.046587, 0.303467, 0.696533, -0.999756
23316, 48.400000, 690.046587, 0.303711, 0.696289, -0.999756
23317, 48.400000, 690.046587, 0.462646, 0.537354, -0.135986
23318, 48.400000, 690.046587, 0.462646, 0.537354, -0.135742
23319, 48.400000, 690.046587, 0.462402, 0.537598, -0.135498
23320, 48.400000, 690.046587, 0.462646, 0.537354, -0.135498
23321, 48.400000, 690.046587, 0.462402, 0.537598, -0.135254
23322, 48.400000, 690.046587, 0.462646, 0.537354, -0.135254
23323, 48.400000, 690.046587, 0.462402, 0.537598, -0.135010
23324, 48.400000, 690.046587, 0.462646, 0.537354, -0.135010
23325, 48.400000, 690.046587, 0.462402, 0.537598, -0.134766
23326, 48.400000, 690.046587, 0.462646, 0.537354, -0.134766
23327, 48.400000, 690.046587, 0.462402, 0.537598, -0.134521
23328, 48.400000, 690.046587, 0.462646, 0.537354, -0.134521
23329, 48.400000, 690.046587, 0.462402, 0.537598, -0.134277
23330, 48.400000, 690.046587, 0.462646, 0.537354, -0.134277
23331, 48.400000, 690.046587, 0.462402, 0.537598, -0.134033
23332, 48.400000, 690.046587, 0.462646, 0.537354, -0.134033
23333, 48.400000, 690.046587, 0.462402, 0.537598, -0.133789
23334, 48.400000, 690.046587, 0.462646, 0.537354, -0.133789
23335, 48.400000, 690.046587, 0.462402, 0.537598, -0.133545
23336, 48.400000, 690.046587, 0.462646, 0.537354, -0.133545
23337, 48.400000, 690.046587, 0.462402, 0.537598, -0.133301
23338, 48.400000, 690.046587, 0.462646, 0.537354, -0.133301
23339, 48.400000, 690.046587, 0.462402, 0.537598, -0.133057
23340, 48.400000, 690.046587, 0.462646, 0.537354, -0.133057
23341, 48.400000, 690.046587, 0.462402, 0.537598, -0.132812
23342, 48.400000, 690.046587, 0.462646, 0.537354, -0.132812
23343, 48.400000, 690.046587, 0.462402, 0.537598, -0.132568
23344, 48.400000, 690.046587, 0.462646, 0.537354, -0.132568
23345, 48.400000, 690.046587, 0.462402, 0.537598, -0.132324
23346, 48.400000, 690.046587, 0.462646, 0.537354, -0.132324
23347, 48.400000, 690.046587, 0.462402, 0.537598, -0.132080
23348, 48.400000, 690.046587, 0.462646, 0.537354, -0.132080
23349, 48.400000, 690.046587, 0.462402, 0.537598, -0.131836
23350, 48.400000, 690.046587, 0.462646, 0.537354, -0.131836
23351, 48.400000, 690.046587, 0.462402, 0.537598, -0.131592
23352, 48.400000, 690.046587, 0.462646, 0.537354, -0.131592
23353, 48.400000, 690.046587, 0.462402, 0.537598, -0.131348
23354, 48.400000, 690.046587, 0.462646, 0.537354, -0.131348
23355, 48.400000, 690.046587, 0.462402, 0.537598, -0.131104
23356, 48.400000, 690.046587, 0.462646, 0.537354, -0.131104
23357, 48.400000, 690.046587, 0.462402, 0.537598, -0.130859
23358, 48.400000, 690.046587, 0.462646, 0.537354, -0.130859
23359, 48.400000, 690.046587, 0.462402, 0.537598, -0.130615
23360, 48.400000, 690.046587, 0.462646, 0.537354, -0.130615
23361, 48.400000, 690.046587, 0.462402, 0.537598, -0.130371
23362, 48.400000, 690.046587, 0.462646, 0.537354, -0.130371
23363, 48.400000, 690.046587, 0.462402, 0.537598, -0.130127
23364, 48.400000, 690.046587, 0.462646, 0.537354, -0.130127
23365, 48.400000, 690.046587, 0.462402, 0.537598, -0.129883
23366, 48.400000, 690.046587, 0.462646, 0.537354, -0.129883
23367, 48.400000, 690.046587, 0.462402, 0.537598, -0.129639
23368, 48.400000, 690.046587, 0.462646, 0.537354, -0.129639
23369, 48.400000, 690.046587, 0.462402, 0.537598, -0.129395
23370, 48.400000, 690.046587, 0.462646, 0.537354, -0.129395
23371, 48.400000, 690.046587, 0.462402, 0.537598, -0.129150
23372, 48.400000, 690.046587, 0.462646, 0.537354, -0.129150
23373, 48.400000, 690.046587, 0.462402, 0.537598, -0.128906
23374, 48.400000, 690.046587, 0.462646, 0.537354, -0.128906
23375, 48.400000, 690.046587, 0.462402, 0.537598, -0.128662
23376, 48.400000, 690.046587, 0.462402, 0.537598, -0.128418
23377, 48.400000, 690.046587, 0.462402, 0.537598, -0.128174
23378, 48.400000, 690.046587, 0.462402, 0.537598, -0.127930
23379, 48.400000, 690.046587, 0.462402, 0.537598, -0.127686
23380, 48.400000, 690.046587, 0.462402, 0.537598, -0.127441
23381, 48.400000, 690.046587, 0.462402, 0.537598, -0.127197
23382, 48.400000, 690.046587, 0.462402, 0.537598, -0.126953
23383, 48.400000, 690.046587, 0.462402, 0.537598, -0.126709
23384, 48.400000, 690.046587, 0.462402, 0.537598, -0.126465
23385, 48.400000, 690.046587, 0.462402, 0.537598, -0.126221
23386, 48.400000, 690.046587, 0.462402, 0.537598, -0.125977
23387, 48.400000, 690.046587, 0.462402, 0.537598, -0.125732
23388, 48.400000, 690.046587, 0.462402, 0.537598, -0.125488
23389, 48.400000, 690.046587, 0.462402, 0.537598, -0.125244
23390, 48.400000, 690.046587, 0.462402, 0.537598, -0.125000
23391, 48.400000, 690.046587, 0.462402, 0.537598, -0.124756
23392, 48.400000, 690.046587, 0.462402, 0.537598, -0.124512
23393, 48.400000, 690.046587, 0.462402, 0.537598, -0.124268
23394, 48.400000, 690.046587, 0.462402, 0.537598, -0.124023
23395, 48.400000, 690.046587, 0.462402, 0.537598, -0.123779
23396, 48.400000, 690.046587, 0.462402, 0.537598, -0.123535
23397, 48.400000, 690.046587, 0.462402, 0.537598, -0.123291
23398, 48.400000, 690.046587, 0.462402, 0.537598, -0.123047
23399, 48.400000, 690.046587, 0.462402, 0.537598, -0.122803
23400, 48.400000, 690.046587, -0.000244, 0.999756, -0.024658
23401, 48.400000, 690.046587, -0.000244, 0.999756, -0.024414
23402, 48.400000, 690.046587, -0.000244, 0.999756, -0.024170
23403, 48.400000, 690.046587, -0.000244, 0.999756, -0.023926
23404, 48.400000, 690.046587, 0.599854, 0.400146, 0.979980
23405, 48.400000, 690.046587, 0.599854, 0.400146, 0.980225
23406, 48.400000, 690.046587, 0.599854, 0.400146, 0.980469
23407, 48.400000, 690.046587, 0.599854, 0.400146, 0.980713
23408, 48.400000, 690.046587, 0.599854, 0.400146, 0.980957
23409, 48.400000, 690.046587, 0.599854, 0.400146, 0.981201
23410, 48.400000, 690.046587, 0.599854, 0.400146, 0.981445
23411, 48.400000, 690.046587, 0.599854, 0.400146, 0.981689
23412, 48.400000, 690.046587, 0.599854, 0.400146, 0.981934
23413, 48.400000, 690.046587, 0.599854, 0.400146, 0.982178
23414, 48.400000, 690.046587, 0.599854, 0.400146, 0.982422
23415, 48.400000, 690.046587, 0.599854, 0.400146, 0.982666
23416, 48.400000, 690.046587, 0.599609, 0.400391, 0.982910
23417, 48.400000, 690.046587, 0.599854, 0.400146, 0.982910
23418, 48.400000, 690.046587, 0.599609, 0.400391, 0.983154
23419, 48.400000, 690.046587, 0.599854, 0.400146, 0.983154
23420, 48.400000, 690.046587, 0.599609, 0.400391, 0.983398
23421, 48.400000, 690.046587, 0.599854, 0.400146, 0.983398
23422, 48.400000, 690.046587, 0.599609, 0.400391, 0.983643
23423, 48.400000, 690.046587, 0.599854, 0.400146, 0.983643
23424, 48.400000, 690.046587, 0.599609, 0.400391, 0.983887
23425, 48.400000, 690.046587, 0.599854, 0.400146, 0.983887
23426, 48.400000, 690.046587, 0.599609, 0.400391, 0.984131
23427, 48.400000, 690.046587, 0.599854, 0.400146, 0.984131
23428, 48.400000, 690.046587, 0.599609, 0.400391, 0.984375
23429, 48.400000, 690.046587, 0.599854, 0.400146, 0.984375
23430, 48.400000, 690.046587, 0.599609, 0.400391, 0.984619
23431, 48.400000, 690.046587, 0.599854, 0.400146, 0.984619
23432, 48.400000, 690.046587, 0.599609, 0.400391, 0.984863
23433, 48.400000, 690.046587, 0.599854, 0.400146, 0.984863
23434, 48.400000, 690.046587, 0.599609, 0.400391, 0.985107
23435, 48.400000, 690.046587, 0.599854, 0.400146, 0.985107
23436, 48.400000, 690.046587, 0.599609, 0.400391, 0.985352
23437, 48.400000, 690.046587, 0.599854, 0.400146, 0.985352
23438, 48.400000, 690.046587, 0.599609, 0.400391, 0.985596
23439, 48.400000, 690.046587, 0.599609, 0.400391, 0.985840
23440, 48.400000, 690.046587, 0.599609, 0.400391, 0.986084
23441, 48.400000, 690.046587, 0.599609, 0.400391, 0.986328
23442, 48.400000, 690.046587, 0.599609, 0.400391, 0.986572
23443, 48.400000, 690.046587, 0.599609, 0.400391, 0.986816
23444, 48.400000, 690.046587, 0.599609, 0.400391, 0.987061
23445, 48.400000, 690.046587, 0.599609, 0.400391, 0.987305
23446, 48.400000, 690.046587, 0.599609, 0.400391, 0.987549
23447, 48.400000, 690.046587, 0.599609, 0.400391, 0.987793
23448, 48.400000, 690.046587, 0.599609, 0.400391, 0.988037
23449, 48.400000, 690.046587, 0.599609, 0.400391, 0.988281
23450, 48.500000, 690.066963, 0.302734, 0.697266, -0.999756
23451, 48.500000, 690.066963, 0.302979, 0.697021, -0.999756
23452, 48.500000, 690.066963, 0.462646, 0.537354, -0.137695
23453, 48.500000, 690.066963, 0.462646, 0.537354, -0.137451
23454, 48.500000, 690.066963, 0.462646, 0.537354, -0.137207
23455, 48.500000, 690.066963, 0.462646, 0.537354, -0.136963
23456, 48.500000, 690.066963, 0.462646, 0.537354, -0.136719
23457, 48.500000, 690.066963, 0.462646, 0.537354, -0.136475
23458, 48.500000, 690.066963, 0.462646, 0.537354, -0.136230
23459, 48.500000, 690.066963, 0.462646, 0.537354, -0.135986
23460, 48.500000, 690.066963, 0.462646, 0.537354, -0.135742
23461, 48.500000, 690.066963, 0.462646, 0.537354, -0.135498
23462, 48.500000, 690.066963, 0.462402, 0.537598, -0.135254
23463, 48.500000, 690.066963, 0.462646, 0.537354, -0.135254
23464, 48.500000, 690.066963, 0.462402, 0.537598, -0.135010
23465, 48.500000, 690.066963, 0.462646, 0.537354, -0.135010
23466, 48.500000, 690.066963, 0.462402, 0.537598, -0.134766
23467, 48.500000, 690.066963, 0.462646, 0.537354, -0.134766
23468, 48.500000, 690.066963, 0.462402, 0.537598, -0.134521
23469, 48.500000, 690.066963, 0.462646, 0.537354, -0.134521
23470, 48.500000, 690.066963, 0.462402, 0.537598, -0.134277
23471, 48.500000, 690.066963, 0.462646, 0.537354, -0.134277
23472, 48.500000, 690.066963, 0.462402, 0.537598, -0.134033
23473, 48.500000, 690.066963, 0.462646, 0.537354, -0.134033
23474, 48.500000, 690.066963, 0.462402, 0.537598, -0.133789
23475, 48.500000, 690.066963, 0.462646, 0.537354, -0.133789
23476, 48.500000, 690.066963, 0.462402, 0.537598, -0.133545
23477, 48.500000, 690.066963, 0.462646, 0.537354, -0.133545
23478, 48.500000, 690.066963, 0.462402, 0.537598, -0.133301
23479, 48.500000, 690.066963, 0.462646, 0.537354, -0.133301
23480, 48.500000, 690.066963, 0.462402, 0.537598, -0.133057
23481, 48.500000, 690.066963, 0.462646, 0.537354, -0.133057
23482, 48.500000, 690.066963, 0.462402, 0.537598, -0.132812
23483, 48.500000, 690.066963, 0.462646, 0.537354, -0.132812
23484, 48.500000, 690.066963, 0.462402, 0.537598, -0.132568
23485, 48.500000, 690.066963, 0.462646, 0.537354, -0.132568
23486, 48.500000, 690.066963, 0.462402, 0.537598, -0.132324
23487, 48.500000, 690.066963, 0.462646, 0.537354, -0.132324
23488, 48.500000, 690.066963, 0.462402, 0.537598, -0.132080
23489, 48.500000, 690.066963, 0.462646, 0.537354, -0.132080
23490, 48.500000, 690.066963, 0.462402, 0.537598, -0.131836
23491, 48.500000, 690.066963, 0.462646, 0.537354, -0.131836
23492, 48.500000, 690.066963, 0.462402, 0.537598, -0.131592
23493, 48.500000, 690.066963, 0.462646, 0.537354, -0.131592
23494, 48.500000, 690.066963, 0.462402, 0.537598, -0.131348
23495, 48.500000, 690.066963, 0.462646, 0.537354, -0.131348
23496, 48.500000, 690.066963, 0.462402, 0.537598, -0.131104
23497, 48.500000, 690.066963, 0.462646, 0.537354, -0.131104
23498, 48.500000, 690.066963, 0.462402, 0.537598, -0.130859
23499, 48.500000, 690.066963, 0.462646, 0.537354, -0.130859
23500, 48.500000, 690.066963, 0.462402, 0.537598, -0.130615
23501, 48.500000, 690.066963, 0.462646, 0.537354, -0.130615
23502, 48.500000, 690.066963, 0.462402, 0.537598, -0.130371
23503, 48.500000, 690.066963, 0.462646, 0.537354, -0.130371
23504, 48.500000, 690.066963, 0.462402, 0.537598, -0.130127
23505, 48.500000, 690.066963, 0.462646, 0.537354, -0.130127
23506, 48.500000, 690.066963, 0.462402, 0.537598, -0.129883
23507, 48.500000, 690.066963, 0.462646, 0.537354, -0.129883
23508, 48.500000, 690.066963, 0.462402, 0.537598, -0.129639
23509, 48.500000, 690.066963, 0.462646, 0.537354, -0.129639
23510, 48.500000, 690.066963, 0.462402, 0.537598, -0.129395
23511, 48.500000, 690.066963, 0.462646, 0.537354, -0.129395
23512, 48.500000, 690.066963, 0.462402, 0.537598, -0.129150
23513, 48.500000, 690.066963, 0.462646, 0.537354, -0.129150
23514, 48.500000, 690.066963, 0.462402, 0.537598, -0.128906
23515, 48.500000, 690.066963, 0.462646, 0.537354, -0.128906
23516, 48.500000, 690.066963, 0.462402, 0.537598, -0.128662
23517, 48.500000, 690.066963, 0.462646, 0.537354, -0.128662
23518, 48.500000, 690.066963, 0.462402, 0.537598, -0.128418
23519, 48.500000, 690.066963, 0.462402, 0.537598, -0.128174
23520, 48.500000, 690.066963, 0.462402, 0.537598, -0.127930
23521, 48.500000, 690.066963, 0.462402, 0.537598, -0.127686
23522, 48.500000, 690.066963, 0.462402, 0.537598, -0.127441
23523, 48.500000, 690.066963, 0.462402, 0.537598, -0.127197
23524, 48.500000, 690.066963, 0.462402, 0.537598, -0.126953
23525, 48.500000, 690.066963, 0.462402, 0.537598, -0.126709
23526, 48.500000, 690.066963, 0.462402, 0.537598, -0.126465
23527, 48.500000, 690.066963, 0.462402, 0.537598, -0.126221
23528, 48.500000, 690.066963, 0.462402, 0.537598, -0.125977
23529, 48.500000, 690.066963, 0.462402, 0.537598, -0.125732
23530, 48.500000, 690.066963, 0.462402, 0.537598, -0.125488
23531, 48.500000, 690.066963, 0.462402, 0.537598, -0.125244
23532, 48.500000, 690.066963, 0.462402, 0.537598, -0.125000
23533, 48.500000, 690.066963, 0.462402, 0.537598, -0.124756
23534, 48.500000, 690.066963, 0.462402, 0.537598, -0.124512
23535, 48.500000, 690.066963, 0.462402, 0.537598, -0.124268
23536, 48.500000, 690.066963, -0.000244, 0.999756, -0.024658
23537, 48.500000, 690.066963, -0.000244, 0.999756, -0.024414
23538, 48.500000, 690.066963, -0.000244, 0.999756, -0.024170
23539, 48.500000, 690.066963, -0.000244, 0.999756, -0.023926
23540, 48.500000, 690.066963, 0.600586, 0.399414, 0.978760
23541, 48.500000, 690.066963, 0.600586, 0.399414, 0.979004
23542, 48.500000, 690.066963, 0.600586, 0.399414, 0.979248
23543, 48.500000, 690.066963, 0.600586, 0.399414, 0.979492
23544, 48.500000, 690.066963, 0.600586, 0.399414, 0.979736
23545, 48.500000, 690.066963, 0.600586, 0.399414, 0.979980
23546, 48.500000, 690.066963, 0.600586, 0.399414, 0.980225
23547, 48.500000, 690.066963, 0.600586, 0.399414, 0.980469
23548, 48.500000, 690.066963, 0.600586, 0.399414, 0.980713
23549, 48.500000, 690.066963, 0.600586, 0.399414, 0.980957
23550, 48.500000, 690.066963, 0.600586, 0.399414, 0.981201
23551, 48.500000, 690.066963, 0.600586, 0.399414, 0.981445
23552, 48.500000, 690.066963, 0.600342, 0.399658, 0.981689
23553, 48.500000, 690.066963, 0.600586, 0.399414, 0.981689
23554, 48.500000, 690.066963, 0.600342, 0.399658, 0.981934
23555, 48.500000, 690.066963, 0.600586, 0.399414, 0.981934
23556, 48.500000, 690.066963, 0.600342, 0.399658, 0.982178
23557, 48.500000, 690.066963, 0.600586, 0.399414, 0.982178
23558, 48.500000, 690.066963, 0.600342, 0.399658, 0.982422
23559, 48.500000, 690.066963, 0.600586, 0.399414, 0.982422
23560, 48.500000, 690.066963, 0.600342, 0.399658, 0.982666
23561, 48.500000, 690.066963, 0.600586, 0.399414, 0.982666
23562, 48.500000, 690.066963, 0.600342, 0.399658, 0.982910
23563, 48.500000, 690.066963, 0.600586, 0.399414, 0.982910
23564, 48.500000, 690.066963, 0.600342, 0.399658, 0.983154
23565, 48.500000, 690.066963, 0.600586, 0.399414, 0.983154
23566, 48.500000, 690.066963, 0.600342, 0.399658, 0.983398
23567, 48.500000, 690.066963, 0.600586, 0.399414, 0.983398
23568, 48.500000, 690.066963, 0.600342, 0.399658, 0.983643
23569, 48.500000, 690.066963, 0.600586, 0.399414, 0.983643
23570, 48.500000, 690.066963, 0.600342, 0.399658, 0.983887
23571, 48.500000, 690.066963, 0.600586, 0.399414, 0.983887
23572, 48.500000, 690.066963, 0.600342, 0.399658, 0.984131
23573, 48.500000, 690.066963, 0.600586, 0.399414, 0.984131
23574, 48.500000, 690.066963, 0.600342, 0.399658, 0.984375
23575, 48.500000, 690.066963, 0.600586, 0.399414, 0.984375
23576, 48.500000, 690.066963, 0.600342, 0.399658, 0.984619
23577, 48.500000, 690.066963, 0.600342, 0.399658, 0.984863
23578, 48.500000, 690.066963, 0.600098, 0.399902, 0.985107
23579, 48.500000, 690.066963, 0.600342, 0.399658, 0.985107
23580, 48.500000, 690.066963, 0.600098, 0.399902, 0.985352
23581, 48.500000, 690.066963, 0.600342, 0.399658, 0.985352
23582, 48.500000, 690.066963, 0.600098, 0.399902, 0.985596
23583, 48.500000, 690.066963, 0.600342, 0.399658, 0.985596
23584, 48.500000, 690.066963, 0.600098, 0.399902, 0.985840
23585, 48.500000, 690.066963, 0.600342, 0.399658, 0.985840
23586, 48.500000, 690.066963, 0.600098, 0.399902, 0.986084
23587, 48.500000, 690.066963, 0.600342, 0.399658, 0.986084
23588, 48.500000, 690.066963, 0.600098, 0.399902, 0.986328
23589, 48.500000, 690.066963, 0.600342, 0.399658, 0.986328
23590, 48.500000, 690.066963, 0.600098, 0.399902, 0.986572
23591, 48.500000, 690.066963, 0.600342, 0.399658, 0.986572
23592, 48.500000, 690.066963, 0.600098, 0.399902, 0.986816
23593, 48.500000, 690.066963, 0.600342, 0.399658, 0.986816
23594, 48.500000, 690.066963, 0.600098, 0.399902, 0.987061
23595, 48.500000, 690.066963, 0.600342, 0.399658, 0.987061
23596, 48.500000, 690.066963, 0.600098, 0.399902, 0.987305
23597, 48.500000, 690.066963, 0.600098, 0.399902, 0.987549
23598, 48.500000, 690.066963, 0.600098, 0.399902, 0.987793
23599, 48.500000, 690.066963, 0.600098, 0.399902, 0.988037
23600, 48.500000, 690.066963, 0.600098, 0.399902, 0.988281
23601, 48.500000, 690.066963, 0.600098, 0.399902, 0.988525
23602, 48.500000, 690.066963, 0.600098, 0.399902, 0.988770
23603, 48.500000, 690.066963, 0.600098, 0.399902, 0.989014
23604, 48.500000, 690.066963, 0.600098, 0.399902, 0.989258
23605, 48.500000, 690.066963, 0.600098, 0.399902, 0.989502
23606, 48.500000, 690.066963, 0.600098, 0.399902, 0.989746
23607, 48.500000, 690.066963, 0.600098, 0.399902, 0.989990
23608, 48.600000, 690.087256, 0.302002, 0.697998, -0.999756
23609, 48.600000, 690.087256, 0.302246, 0.697754, -0.999756
23610, 48.600000, 690.087256, 0.462646, 0.537354, -0.139648
23611, 48.600000, 690.087256, 0.462646, 0.537354, -0.139404
23612, 48.600000, 690.087256, 0.462646, 0.537354, -0.139160
23613, 48.600000, 690.087256, 0.462646, 0.537354, -0.138916
23614, 48.600000, 690.087256, 0.462646, 0.537354, -0.138672
23615, 48.600000, 690.087256, 0.462646, 0.537354, -0.138428
23616, 48.600000, 690.087256, 0.462646, 0.537354, -0.138184
23617, 48.600000, 690.087256, 0.462646, 0.537354, -0.137939
23618, 48.600000, 690.087256, 0.462646, 0.537354, -0.137695
23619, 48.600000, 690.087256, 0.462646, 0.537354, -0.137451
23620, 48.600000, 690.087256, 0.462646, 0.537354, -0.137207
23621, 48.600000, 690.087256, 0.462646, 0.537354, -0.136963
23622, 48.600000, 690.087256, 0.462646, 0.537354, -0.136719
23623, 48.600000, 690.087256, 0.462646, 0.537354, -0.136475
23624, 48.600000, 690.087256, 0.462646, 0.537354, -0.136230
23625, 48.600000, 690.087256, 0.462646, 0.537354, -0.135986
23626, 48.600000, 690.087256, 0.462646, 0.537354, -0.135742
23627, 48.600000, 690.087256, 0.462646, 0.537354, -0.135498
23628, 48.600000, 690.087256, 0.462402, 0.537598, -0.135254
23629, 48.600000, 690.087256, 0.462646, 0.537354, -0.135254
23630, 48.600000, 690.087256, 0.462402, 0.537598, -0.135010
23631, 48.600000, 690.087256, 0.462646, 0.537354, -0.135010
23632, 48.600000, 690.087256, 0.462402, 0.537598, -0.134766
23633, 48.600000, 690.087256, 0.462646, 0.537354, -0.134766
23634, 48.600000, 690.087256, 0.462402, 0.537598, -0.134521
23635, 48.600000, 690.087256, 0.462646, 0.537354, -0.134521
23636, 48.600000, 690.087256, 0.462402, 0.537598, -0.134277
23637, 48.600000, 690.087256, 0.462646, 0.537354, -0.134277
23638, 48.600000, 690.087256, 0.462402, 0.537598, -0.134033
23639, 48.600000, 690.087256, 0.462646, 0.537354, -0.134033
23640, 48.600000, 690.087256, 0.462402, 0.537598, -0.133789
23641, 48.600000, 690.087256, 0.462646, 0.537354, -0.133789
23642, 48.600000, 690.087256, 0.462402, 0.537598, -0.133545
23643, 48.600000, 690.087256, 0.462646, 0.537354, -0.133545
23644, 48.600000, 690.087256, 0.462402, 0.537598, -0.133301
23645, 48.600000, 690.087256, 0.462646, 0.537354, -0.133301
23646, 48.600000, 690.087256, 0.462402, 0.537598, -0.133057
23647, 48.600000, 690.087256, 0.462646, 0.537354, -0.133057
23648, 48.600000, 690.087256, 0.462402, 0.537598, -0.132812
23649, 48.600000, 690.087256, 0.462646, 0.537354, -0.132812
23650, 48.600000, 690.087256, 0.462402, 0.537598, -0.132568
23651, 48.600000, 690.087256, 0.462646, 0.537354, -0.132568
23652, 48.600000, 690.087256, 0.462402, 0.537598, -0.132324
23653, 48.600000, 690.087256, 0.462646, 0.537354, -0.132324
23654, 48.600000, 690.087256, 0.462402, 0.537598, -0.132080
23655, 48.600000, 690.087256, 0.462646, 0.537354, -0.132080
23656, 48.600000, 690.087256, 0.462402, 0.537598, -0.131836
23657, 48.600000, 690.087256, 0.462646, 0.537354, -0.131836
23658, 48.600000, 690.087256, 0.462402, 0.537598, -0.131592
23659, 48.600000, 690.087256, 0.462646, 0.537354, -0.131592
23660, 48.600000, 690.087256, 0.462402, 0.537598, -0.131348
23661, 48.600000, 690.087256, 0.462646, 0.537354, -0.131348
23662, 48.600000, 690.087256, 0.462402, 0.537598, -0.131104
23663, 48.600000, 690.087256, 0.462646, 0.537354, -0.131104
23664, 48.600000, 690.087256, 0.462402, 0.537598, -0.130859
23665, 48.600000, 690.087256, 0.462646, 0.537354, -0.130859
23666, 48.600000, 690.087256, 0.462402, 0.537598, -0.130615
23667, 48.600000, 690.087256, 0.462646, 0.537354, -0.130615
23668, 48.600000, 690.087256, 0.462402, 0.537598, -0.130371
23669, 48.600000, 690.087256, 0.462646, 0.537354, -0.130371
23670, 48.600000, 690.087256, 0.462402, 0.537598, -0.130127
23671, 48.600000, 690.087256, 0.462646, 0.537354, -0.130127
23672, 48.600000, 690.087256, 0.462402, 0.537598, -0.129883
23673, 48.600000, 690.087256, 0.462646, 0.537354, -0.129883
23674, 48.600000, 690.087256, 0.462402, 0.537598, -0.129639
23675, 48.600000, 690.087256, 0.462646, 0.537354, -0.129639
23676, 48.600000, 690.087256, 0.462402, 0.537598, -0.129395
23677, 48.600000, 690.087256, 0.462646, 0.537354, -0.129395
23678, 48.600000, 690.087256, 0.462402, 0.537598, -0.129150
23679, 48.600000, 690.087256, 0.462646, 0.537354, -0.129150
23680, 48.600000, 690.087256, 0.462402, 0.537598, -0.128906
23681, 48.600000, 690.087256, 0.462646, 0.537354, -0.128906
23682, 48.600000, 690.087256, 0.462402, 0.537598, -0.128662
23683, 48.600000, 690.087256, 0.462646, 0.537354, -0.128662
23684, 48.600000, 690.087256, 0.462402, 0.537598, -0.128418
23685, 48.600000, 690.087256, 0.462646, 0.537354, -0.128418
23686, 48.600000, 690.087256, 0.462402, 0.537598, -0.128174
23687, 48.600000, 690.087256, 0.462402, 0.537598, -0.127930
23688, 48.600000, 690.087256, 0.462402, 0.537598, -0.127686
23689, 48.600000, 690.087256, 0.462402, 0.537598, -0.127441
23690, 48.600000, 690.087256, 0.462402, 0.537598, -0.127197
23691, 48.600000, 690.087256, 0.462402, 0.537598, -0.126953
23692, 48.600000, 690.087256, 0.462402, 0.537598, -0.126709
23693, 48.600000, 690.087256, 0.462402, 0.537598, -0.126465
23694, 48.600000, 690.087256, 0.462402, 0.537598, -0.126221
23695, 48.600000, 690.087256, 0.462402, 0.537598, -0.125977
23696, 48.600000, 690.087256, -0.000244, 0.999756, -0.024658
23697, 48.600000, 690.087256, -0.000244, 0.999756, -0.024414
23698, 48.600000, 690.087256, -0.000244, 0.999756, -0.024170
23699, 48.600000, 690.087256, -0.000244, 0.999756, -0.023926
23700, 48.600000, 690.087256, 0.601074, 0.398926, 0.980469
23701, 48.600000, 690.087256, 0.601074, 0.398926, 0.980713
23702, 48.600000, 690.087256, 0.601074, 0.398926, 0.980957
23703, 48.600000, 690.087256, 0.601074, 0.398926, 0.981201
23704, 48.600000, 690.087256, 0.601074, 0.398926, 0.981445
